xcoord,ycoord,longitude,latitude
-1661109.644099707,-282371.5279057658,-80.35252832769724,74.58234692396243
-1665706.1364307404,-283508.02721420414,-80.34065587449936,74.53964076390646
-1670302.6287617732,-284644.5265226426,-80.3288495951996,74.49693810458356
-1674899.121092806,-285781.02583108086,-80.31710893907622,74.45423896246493
-1679495.6134238387,-286917.5251395193,-80.30543336149067,74.41154335395393
-1684092.1057548723,-288054.0244479577,-80.29382232380392,74.3688512953875
-1688712.6485464603,-288878.44302964135,-80.29269818070547,74.32642443270474
-1693333.191338048,-289702.861611325,-80.29158017991607,74.28400172051107
-1697953.734129636,-290527.2801930087,-80.29046827123145,74.24158316947168
-1702574.276921224,-291351.6987746924,-80.28936240499289,74.19916879024494
-1707194.819712812,-292176.117356376,-80.28826253208005,74.15675859348259
-1711815.3625043998,-293000.5359380597,-80.28716860390342,74.11435258982975
-1716435.9052959878,-293824.95451974333,-80.28608057239741,74.07195078992474
-1721056.4480875758,-294649.37310142705,-80.2849983900131,74.02955320439926
-1725676.9908791631,-295473.7916831107,-80.28392200971153,73.98715984387833
-1730297.5336707518,-296298.21026479435,-80.2828513849567,73.94477071898018
-1734814.5965744066,-297032.1490530097,-80.28412098890377,73.90344479344763
-1739331.6594780618,-297766.0878412252,-80.28538400805968,73.8621229118718
-1743848.7223817168,-298500.0266294406,-80.28664049351866,73.82080508409686
-1748365.785285372,-299233.96541765606,-80.28789049584769,73.77949131996098
-1752882.8481890268,-299967.90420587145,-80.28913406509335,73.7381816292958
