xcoord,ycoord,longitude,latitude
442215.8591730059,-1131937.078520123,21.339184093550923,78.8491463397921
443231.9382773069,-1127645.0133220998,21.45779522339971,78.88221245452587
444248.0173816078,-1123352.9481240767,21.57711779470507,78.91523270729985
445264.0964859087,-1119060.8829260538,21.697157183269635,78.94820665561411
446742.1812776732,-1114821.7351763318,21.837442502989713,78.97911871739593
448220.2660694376,-1110582.5874266096,21.97852087228036,79.00996627161571
449698.350861202,-1106343.4396768876,22.120397309758477,79.04074874309795
451176.4356529664,-1102104.2919271656,22.263076851832302,79.07146555148891
452654.5204447309,-1097865.144177443,22.406564552246273,79.10211611121838
454132.60523649526,-1093625.996427721,22.55086548160767,79.13269983146179
455798.7759275064,-1089285.1983272242,22.706307571756536,79.16340945901261
457464.9466185176,-1084944.4002267271,22.86263713084301,79.19404082502157
459131.1173095288,-1080603.60212623,23.019859433264163,79.22459322958727
464745.53614905727,-1046150.5800412372,23.952871383618778,79.49260176328718
473600.2522318109,-1008732.2636915368,25.150076591032008,79.76981311799717
486168.2363492676,-983025.0234512845,26.31531608082378,79.93151305883191
495113.5877942577,-969907.8381588528,27.043169893310196,80.00190103949963
495113.5877942577,-969907.8381588528,27.043169893310196,80.00190103949963
496546.0986275204,-967383.6294586877,27.170870880899532,80.01646682996095
497978.609460783,-964859.4207585229,27.298946227068708,80.03098343194254
500914.3619064728,-961184.7312687868,27.525941884254323,80.04843965210297
503850.11435216246,-957510.0417790508,27.75373558624661,80.06574031833132
507482.409973288,-954412.491278699,28.0005750267744,80.0752406414164
511114.7055944135,-951314.9407783472,28.24788517029633,80.08455741941334
514747.0012155391,-948217.3902779951,28.495658123091477,80.0936901239974
518379.29683666455,-945119.8397776436,28.743885892632026,80.10263823536039
522011.5924577901,-942022.2892772915,28.992560388731484,80.11140124234718
525818.0238727744,-939069.0235242858,29.24601018195923,80.1180508133203
529624.455287759,-936115.75777128,29.49979795690585,80.12450774087878
533430.8867027434,-933162.4920182739,29.7539144119578,80.13077163953129
537237.3181177278,-930209.2262652685,30.008350169673744,80.13684213435043
541043.7495327123,-927255.9605122625,30.263095778661786,80.14271886107996
544850.1809476967,-924302.6947592569,30.5181417154982,80.1484014662392
548656.6123626812,-921349.429006251,30.773478386687,80.15388960722494
552463.0437776656,-918396.1632532452,31.029096130659376,80.15918295241043
556262.6801125329,-915155.2200098466,31.29266686586877,80.16656007821473
560062.3164474,-911914.2767664478,31.556629643025463,80.17372985816141
563861.9527822675,-908673.3335230493,31.820974107890333,80.18069182924762
567661.5891171347,-905432.3902796505,32.08568981126652,80.1874455406013
571461.225452002,-902191.4470362515,32.35076621119724,80.19399055361981
573976.1961282678,-899263.6782329384,32.54901223281065,80.20423735200957
576491.1668045336,-896335.9094296249,32.74767300595458,80.21436732836173
579006.1374807992,-893408.1406263115,32.94674504201231,80.22438011207305
580726.5942480275,-892932.6634798398,33.0383160563572,80.21946272967443
580726.5942480275,-892932.6634798398,33.0383160563572,80.21946272967443
583850.9543742277,-888136.4900369766,33.32047004179234,80.24052374733314
586968.6868477422,-884475.1099073677,33.56964630304959,80.25274196706303
590086.4193212567,-880813.7297777587,33.8194462114012,80.26477643559494
593204.1517947713,-877152.3496481495,34.06986257926059,80.27662645693664
596321.8842682857,-873490.9695185404,34.3208880893228,80.28829134240803
599439.6167418003,-869829.5893889312,34.57251529510615,80.29977041081737
602557.349215315,-866168.2092593223,34.824736621554,80.31106298863672
605675.0816888292,-862506.829129713,35.0775443656973,80.32216841017691
608792.814162344,-858845.4490001042,35.330930697378264,80.33308601776208
611910.5466358585,-855184.0688704948,35.58488766003574,80.34381516190349
615028.279109373,-851522.6887408858,35.83940717155238,80.35435520147249
618146.0115828874,-847861.3086112768,36.09448102516424,80.36470550387288
621329.3349736854,-844157.2306055707,36.354371996990366,80.37482439546481
624512.6583644833,-840453.1525998646,36.614807100449816,80.38474587055619
627695.9817552811,-836749.0745941586,36.875777251006205,80.39446930575372
630879.3051460789,-833044.9965884525,37.13727323796301,80.40399408761742
634062.6285368769,-829340.9185827464,37.39928572585039,80.41331961283801
637245.9519276748,-825636.8405770403,37.661805255881006,80.42244528841269
640429.2753184726,-821932.7625713343,37.924822247474125,80.43137053181891
643612.5987092706,-818228.6845656282,38.1883269998482,80.44009477118658
646795.9221000685,-814524.6065599221,38.45230969368159,80.4486174454679
649979.2454908664,-810820.528554216,38.716760392840975,80.45693800460526
653162.5688816642,-807116.45054851,38.98166904617724,80.46505590969683
656345.8922724621,-803412.372542804,39.24702548938818,80.47297063315973
659529.2156632601,-799708.2945370979,39.512819446947645,80.48068165889083
662712.5390540578,-796004.2165313917,39.779040534100474,80.48818848242497
665895.862444856,-792300.1385256854,40.04567825892242,80.49549061109029
669079.1858356537,-788596.0605199796,40.31272202444469,80.50258756416109
672262.5092264516,-784891.9825142736,40.58016113084169,80.50947887300748
675445.8326172496,-781187.9045085674,40.84798477768184,80.5161640812423
678629.1560080473,-777483.8265028612,41.11618206623983,80.52264274486463
681812.4793988452,-773779.7484971551,41.38474200186981,80.52891443240041
684995.8027896432,-770075.6704914493,41.653653496438025,80.53497872503954
688179.126180441,-766371.592485743,41.92290537081419,80.5408352167695
691432.7775116557,-762668.1928240109,42.19536105215068,80.5460470166685
694686.4288428703,-758964.7931622787,42.468112438975815,80.5510457732356
697940.0801740851,-755261.3935005462,42.7411476314594,80.55583114219648
701193.7315052996,-751557.9938388142,43.014454653439856,80.56040279329292
704447.3828365143,-747854.594177082,43.28802145542005,80.56476041039322
