xcoord,ycoord,longitude,latitude
1098651.1411198438,1270079.473198632,139.13935859754787,74.63311453678249
1101177.446293072,1274169.8726394135,139.16539829379593,74.59018154442795
1103703.7514663,1278260.2720801947,139.19129161275197,74.54724960732014
1106230.0566395284,1282350.671520976,139.2170397747175,74.50431876369701
1108756.3618127564,1286441.0709617576,139.24264398658505,74.46138905149249
1111282.6669859847,1290531.470402539,139.2681054420198,74.41846050834073
1113808.9721592127,1294621.8698433202,139.29342532163906,74.37553317158006
1116335.3769608024,1298712.4401779524,139.31860599241887,74.33260531973859
1118755.4091378695,1302873.198017765,139.34786548387652,74.28982384210623
1121175.4413149366,1307033.9558575784,139.37696412716815,74.24704257545217
1123595.4734920035,1311194.713697391,139.40590323011605,74.20426156495674
1126015.5056690704,1315355.471537204,139.4346840865663,74.1614808554282
1128435.5378461375,1319516.2293770171,139.46330797657288,74.1187004913074
1130855.5700232044,1323676.98721683,139.49177616657875,74.07592051667275
1133275.6022002716,1327837.7450566427,139.52008990959413,74.03314097524499
1135695.6343773385,1331998.5028964558,139.5482504453719,73.99036191039168
1138115.6665544051,1336159.2607362687,139.57625900058056,73.94758336513186
1140535.6987314725,1340320.0185760816,139.60411678897427,73.90480538214054
1142955.7309085391,1344480.7764158947,139.63182501156052,73.86202800375325
1145375.7630856063,1348641.5342557076,139.6593848567648,73.81925127197015
1147795.7952626734,1352802.2920955203,139.6867975005934,73.77647522846061
1150215.8274397403,1356963.0499353334,139.71406410679307,73.73369991456727
1152235.4400221517,1361439.7083156449,139.7575601165435,73.69108441120565
1154255.1294495997,1365916.5091068079,139.80082749750696,73.64846261737996
1156274.8188770479,1370393.3098979706,139.8438669376992,73.60583604868354
1158294.5083044958,1374870.1106891334,139.8866801854505,73.56320479081
1162333.887159392,1383823.7122714592,139.97163501056855,73.47792854650058
1164353.5765868402,1388300.513062622,140.01377999883093,73.43528372767446
1169581.4641090704,1396424.1963138136,140.05198850153295,73.34884191132227
1169581.4641090704,1396424.1963138136,140.05198850153295,73.34884191132227
1171702.6496325675,1400808.952708612,140.08929988324124,73.30624332707995
1173823.8351560652,1405193.7091034104,140.12641872374093,73.2636422638255
1175932.5563660467,1409759.623709545,140.16726710139653,73.21985663590392
1177228.8627071094,1414449.6530450643,140.22980848462564,73.17989353707843
1178525.169048172,1419139.6823805838,140.29204920553738,73.13991473204129
1179821.4753892352,1423829.7117161031,140.35399128120324,73.09992037697904
1181117.781730298,1428519.7410516224,140.4156367121767,73.05991062675919
1182414.0880713607,1433209.770387142,140.47698748264304,73.01988563494427
1183710.3944124235,1437899.7997226613,140.53804556056673,72.97984555380563
1184610.706776407,1442251.136669644,140.6016067601438,72.94441282063616
1185473.5580842968,1447145.7159924,140.67633424825985,72.90539116690607
1186261.6967482157,1451485.3872687044,140.74175385651628,72.87064108672193
855135.4330037334,913591.8230499522,136.89293501286605,78.51990108070126
857690.1557720712,917477.2770561769,136.92897599965775,78.47812972484486
860244.8785404088,921362.7310624014,136.96475491320507,78.43635682352422
862799.6013087463,925248.185068626,137.00027457406233,78.39458243693375
865354.3240770838,929133.6390748506,137.035537762853,78.35280662455757
867909.0468454215,933019.0930810752,137.07054722096723,78.31102944517579
870463.7696137592,936904.5470872995,137.10530565124387,78.26925095688635
873018.4923820968,940790.0010935242,137.1398157186393,78.22747121711049
875573.2151504345,944675.4550997489,137.17408005088183,78.18569028260637
878584.8715234951,949375.3793760389,137.21775692347958,78.13563594483503
880682.6606871098,952446.3631121981,137.2418818385176,78.1021250531979
883237.3834554475,956331.8171184224,137.27542436893543,78.06034086859576
885792.106223785,960217.2711246469,137.30873131546824,78.01855570989159
888377.261551823,963974.3538713005,137.33702497322824,77.97744151591334
890903.8752695523,967987.5340592216,137.37455474309897,77.93497267794012
893516.7367135342,972044.0161715379,137.4103354349154,77.89168020314273
896129.5981575163,976100.4982838547,137.44585934660356,77.8483864064274
898742.4596014984,980156.9803961712,137.48112920543414,77.80509135031228
901355.3210454803,984213.462508488,137.51614770057844,77.76179509659617
903968.1824894624,988269.9446208045,137.55091748376427,77.71849770637094
906581.0439334444,992326.4267331213,137.58544116991882,77.67519924003382
909193.9053774264,996382.9088454378,137.61972133779838,77.63189975729932
911806.7668214083,1000439.3909577545,137.65376053060513,77.58859931721099
914419.6282653904,1004495.8730700708,137.68756125659172,77.54529797815283
917032.4897093725,1008552.3551823876,137.72112598965364,77.50199579786056
919645.3511533544,1012608.837294704,137.75445716990956,77.4586928334326
922258.2125973363,1016665.3194070206,137.78755720427014,77.41538914134085
924871.0740413186,1020721.8015193372,137.8204284669957,77.37208477744134
927483.9354853006,1024778.2836316536,137.85307330024256,77.32877979698442
930096.7969292826,1028834.7657439704,137.88549401459844,77.28547425462502
932709.6583732645,1032891.247856287,137.91769288960776,77.24216820443252
935322.5198172464,1036947.7299686036,137.94967217428623,77.19886169990056
937935.3812612285,1041004.2120809202,137.98143408762533,77.15555479395648
940548.2427052103,1045060.6941932368,138.0129808190871,77.11224753897072
943161.1041491927,1049117.1763055534,138.04431452908906,77.06893998676601
945773.9655931747,1053173.6584178698,138.07543734948,77.02563218862637
948386.8270371567,1057230.1405301865,138.10635138400627,76.9823241953057
950999.6884811386,1061286.6226425031,138.13705870876896,76.93901605703678
953612.5499251207,1065343.1047548195,138.1675613726728,76.89570782353945
956225.4113691028,1069399.586867136,138.19786139786572,76.85239954402894
958838.2728130847,1073456.0689794528,138.2279607801707,76.80909126722416
961451.1342570669,1077512.5510917695,138.2578614895085,76.76578304135546
