xcoord,ycoord,longitude,latitude
-1480388.362676808,-258610.29973354665,-80.09094210699426,76.23262473556565
-1484539.6059422868,-259121.15737635017,-80.09896927518005,76.19471076309041
-1488690.8492077647,-259632.01501915377,-80.10695206487289,76.15679944199437
-1492842.092473243,-260142.8726619573,-80.1148908427731,76.11889078221094
-1496993.3357387213,-260653.7303047609,-80.12278597155537,76.08098479364553
-1501687.7263284954,-260922.58421270433,-80.14309995555661,76.03860240132185
-1506382.1169182695,-261191.43812064777,-80.16328980900343,75.99622196990795
-1511076.507508044,-261460.2920285912,-80.1833566612294,75.95384352633795
-1515770.898097818,-261729.14593653457,-80.20330162797022,75.91146709734656
-1520465.288687592,-261997.999844478,-80.223125811567,75.86909270947187
-1525159.6792773665,-262266.85375242145,-80.24283030116558,75.82672038905835
-1529854.0698671406,-262535.70766036486,-80.26241617291265,75.78435016225947
-1534025.6523136585,-262627.9332340993,-80.28504474978766,75.74692493946911
-1538197.2347601766,-262720.1588078337,-80.30755362514218,75.70950046428217
-1542368.8172066947,-262812.38438156806,-80.32994373938023,75.67207676189416
-1546540.3996532126,-262904.6099553025,-80.35221602315362,75.63465385731281
